order_id,date,month,iso_week,shift,machine_id,product_id,planned_qty,total_qty,good_qty,scrap_qty,planned_minutes,run_minutes,ideal_cycle_time_s,actual_cycle_time_s,energy_kwh,labor_hours,material_cost_eur,energy_cost_eur,maintenance_cost_eur,production_cost_eur,revenue_eur
WO-000979,2025-04-28,2025-04,2025-W18,Afternoon,M01,P01,402,336,331,5,430.0,374.99,62.0,66.96,332.47,7.17,14784.0,48.21,55.64,20851.52,31114.0
WO-000980,2025-04-28,2025-04,2025-W18,Morning,M02,P05,453,390,381,9,430.0,380.38,52.0,58.52,271.41,7.17,18720.0,39.35,20.29,25997.31,38862.0
WO-000981,2025-04-28,2025-04,2025-W18,Afternoon,M02,P02,331,278,272,6,430.0,382.71,74.0,82.6,264.72,7.17,16402.0,38.38,28.12,22894.17,34272.0
WO-000982,2025-04-28,2025-04,2025-W18,Morning,M03,P03,632,570,563,7,430.0,375.5,38.0,39.53,394.33,7.17,14820.0,57.18,79.08,20958.93,31528.0
WO-000983,2025-04-28,2025-04,2025-W18,Afternoon,M03,P01,387,339,331,8,430.0,372.66,62.0,65.96,396.52,7.17,14916.0,57.5,12.0,20997.16,31114.0
WO-000984,2025-04-28,2025-04,2025-W18,Morning,M04,P04,241,178,172,6,430.0,316.77,95.0,106.78,259.02,7.17,17622.0,37.56,81.65,24558.87,36120.0
WO-000985,2025-04-28,2025-04,2025-W18,Afternoon,M04,P04,257,177,173,4,430.0,326.15,95.0,110.56,254.25,7.17,17523.0,36.87,64.81,24407.35,36330.0
WO-000986,2025-04-28,2025-04,2025-W18,Morning,M05,P04,254,224,221,3,430.0,379.88,95.0,101.75,213.41,7.17,22176.0,30.94,18.63,30653.24,46410.0
WO-000987,2025-04-28,2025-04,2025-W18,Afternoon,M05,P06,195,166,159,7,430.0,373.94,125.0,135.16,221.88,7.17,23074.0,32.17,60.32,32220.16,47382.0
WO-000988,2025-04-28,2025-04,2025-W18,Morning,M06,P04,248,234,228,6,430.0,403.82,95.0,103.54,248.3,7.17,23166.0,36.0,12.0,31991.67,47880.0
WO-000989,2025-04-28,2025-04,2025-W18,Afternoon,M06,P06,201,169,163,6,430.0,390.46,125.0,138.63,226.03,7.17,23491.0,32.77,15.44,32745.88,48574.0
WO-000990,2025-04-29,2025-04,2025-W18,Morning,M01,P02,325,303,297,6,430.0,417.1,74.0,82.59,357.83,7.17,17877.0,51.88,19.74,24899.29,37422.0
WO-000991,2025-04-29,2025-04,2025-W18,Afternoon,M01,P02,325,275,268,7,430.0,376.88,74.0,82.23,345.47,7.17,16225.0,50.09,21.6,22659.36,33768.0
WO-000992,2025-04-29,2025-04,2025-W18,Morning,M02,P01,424,309,305,4,430.0,359.63,62.0,69.83,254.39,7.17,13596.0,36.89,90.98,19255.53,28670.0
WO-000993,2025-04-29,2025-04,2025-W18,Afternoon,M02,P02,323,263,257,6,430.0,369.21,74.0,84.23,251.62,7.17,15517.0,36.48,12.0,21676.15,32382.0
WO-000994,2025-04-29,2025-04,2025-W18,Morning,M03,P05,483,431,420,11,430.0,409.21,52.0,56.97,429.82,7.17,20688.0,62.32,12.0,28676.99,42840.0
WO-000995,2025-04-29,2025-04,2025-W18,Afternoon,M03,P03,637,562,551,11,430.0,389.21,38.0,41.55,426.87,7.17,14612.0,61.9,54.42,20654.99,30856.0
WO-000996,2025-04-29,2025-04,2025-W18,Morning,M04,P03,639,478,470,8,430.0,344.06,38.0,43.19,279.1,7.17,12428.0,40.47,147.85,17744.99,26320.0
WO-000997,2025-04-29,2025-04,2025-W18,Afternoon,M04,P04,267,177,170,7,430.0,310.81,95.0,105.36,233.89,7.17,17523.0,33.91,91.73,24431.31,35700.0
WO-000998,2025-04-29,2025-04,2025-W18,Morning,M05,P01,386,343,338,5,430.0,394.27,62.0,68.97,208.94,7.17,15092.0,30.3,39.2,21237.16,31772.0
WO-000999,2025-04-29,2025-04,2025-W18,Afternoon,M05,P05,473,370,359,11,430.0,373.29,52.0,60.53,200.5,7.17,17760.0,29.07,36.89,24703.63,36618.0
WO-001000,2025-04-29,2025-04,2025-W18,Morning,M06,P04,244,229,225,4,430.0,386.24,95.0,101.2,235.2,7.17,22671.0,34.1,12.0,31319.77,47250.0
WO-001001,2025-04-29,2025-04,2025-W18,Afternoon,M06,P05,464,415,402,13,430.0,394.95,52.0,57.1,238.15,7.17,19920.0,34.53,26.14,27623.34,41004.0
WO-001002,2025-04-30,2025-04,2025-W18,Morning,M01,P03,640,552,543,9,430.0,374.67,38.0,40.72,358.66,7.17,14352.0,52.01,28.82,20264.49,30408.0
WO-001003,2025-04-30,2025-04,2025-W18,Afternoon,M01,P03,631,534,524,10,430.0,373.56,38.0,41.97,339.99,7.17,13884.0,49.3,69.17,19663.13,29344.0
WO-001004,2025-04-30,2025-04,2025-W18,Morning,M02,P01,379,325,323,2,430.0,368.32,62.0,68.0,257.69,7.17,14300.0,37.37,18.39,20143.42,30362.0
WO-001005,2025-04-30,2025-04,2025-W18,Afternoon,M02,P05,463,386,375,11,430.0,374.19,52.0,58.16,269.32,7.17,18528.0,39.05,53.79,25770.51,38250.0
WO-001006,2025-04-30,2025-04,2025-W18,Morning,M03,P03,606,606,602,4,430.0,400.91,38.0,39.69,425.16,7.17,15756.0,61.65,31.51,22193.83,33712.0
WO-001007,2025-04-30,2025-04,2025-W18,Afternoon,M03,P01,383,324,319,5,430.0,370.67,62.0,68.64,396.04,7.17,14256.0,57.43,59.19,20144.29,29986.0
WO-001008,2025-04-30,2025-04,2025-W18,Morning,M04,P03,647,453,445,8,430.0,316.12,38.0,41.87,255.92,7.17,11778.0,37.11,96.33,16802.61,24920.0
WO-001009,2025-04-30,2025-04,2025-W18,Afternoon,M04,P04,267,178,173,5,430.0,323.56,95.0,109.06,266.15,7.17,17622.0,38.59,83.78,24562.04,36330.0
WO-001010,2025-04-30,2025-04,2025-W18,Morning,M05,P06,196,164,158,6,430.0,388.09,125.0,141.98,220.02,7.17,22796.0,31.9,18.94,31798.51,47084.0
WO-001011,2025-04-30,2025-04,2025-W18,Afternoon,M05,P01,395,330,325,5,430.0,371.28,62.0,67.51,211.21,7.17,14520.0,30.63,29.97,20448.27,30550.0
WO-001012,2025-04-30,2025-04,2025-W18,Morning,M06,P05,481,408,399,9,430.0,378.76,52.0,55.7,234.74,7.17,19584.0,34.04,79.34,27221.05,40698.0
WO-001013,2025-04-30,2025-04,2025-W18,Afternoon,M06,P06,184,173,167,6,430.0,396.17,125.0,137.4,244.35,7.17,24047.0,35.43,12.0,33505.1,49766.0
WO-001014,2025-05-01,2025-05,2025-W18,Morning,M01,P02,324,300,292,8,430.0,399.36,74.0,79.87,364.12,7.17,17700.0,52.8,87.47,24727.94,36792.0
WO-001015,2025-05-01,2025-05,2025-W18,Afternoon,M01,P02,308,283,275,8,430.0,380.97,74.0,80.77,348.89,7.17,16697.0,50.59,52.18,23330.44,34650.0
WO-001016,2025-05-01,2025-05,2025-W18,Afternoon,M02,P05,501,377,368,9,430.0,370.69,52.0,59.0,260.6,7.17,18096.0,37.79,12.0,25142.45,37536.0
WO-001017,2025-05-01,2025-05,2025-W18,Morning,M03,P01,385,359,355,4,430.0,395.94,62.0,66.17,416.58,7.17,15796.0,60.4,25.92,22213.99,33370.0
WO-001018,2025-05-01,2025-05,2025-W18,Afternoon,M03,P03,669,561,549,12,430.0,383.14,38.0,40.98,397.5,7.17,14586.0,57.64,44.57,20605.37,30744.0
WO-001019,2025-05-01,2025-05,2025-W18,Morning,M04,P03,613,453,443,10,430.0,333.57,38.0,44.18,274.05,7.17,11778.0,39.74,132.27,16841.18,24808.0
WO-001020,2025-05-01,2025-05,2025-W18,Afternoon,M04,P06,195,128,122,6,430.0,314.4,125.0,147.37,260.09,7.17,17792.0,37.71,131.31,25076.69,36356.0
WO-001021,2025-05-01,2025-05,2025-W18,Morning,M05,P01,381,312,308,4,430.0,359.98,62.0,69.23,200.82,7.17,13728.0,29.12,29.57,19366.35,28952.0
WO-001022,2025-05-01,2025-05,2025-W18,Afternoon,M05,P05,466,389,379,10,430.0,373.21,52.0,57.57,212.13,7.17,18672.0,30.76,26.35,25929.78,38658.0
WO-001023,2025-05-01,2025-05,2025-W18,Morning,M06,P01,389,367,363,4,430.0,407.31,62.0,66.59,249.81,7.17,16148.0,36.22,23.11,22667.0,34122.0
WO-001024,2025-05-01,2025-05,2025-W18,Afternoon,M06,P05,457,410,400,10,430.0,389.82,52.0,57.05,224.58,7.17,19680.0,32.56,12.0,27282.23,40800.0
WO-001025,2025-05-02,2025-05,2025-W18,Morning,M01,P01,374,336,331,5,430.0,365.97,62.0,65.35,338.75,7.17,14784.0,49.12,22.41,20819.19,31114.0
WO-001026,2025-05-02,2025-05,2025-W18,Afternoon,M01,P01,396,321,316,5,430.0,369.84,62.0,69.13,346.76,7.17,14124.0,50.28,89.37,19987.32,29704.0
WO-001027,2025-05-02,2025-05,2025-W18,Morning,M02,P05,462,413,404,9,430.0,384.67,52.0,55.88,263.45,7.17,19824.0,38.2,53.91,27524.78,41208.0
WO-001028,2025-05-02,2025-05,2025-W18,Afternoon,M02,P05,467,388,378,10,430.0,379.27,52.0,58.65,256.68,7.17,18624.0,37.22,22.67,25867.55,38556.0
WO-001029,2025-05-02,2025-05,2025-W18,Morning,M03,P03,618,566,560,6,430.0,395.84,38.0,41.96,390.81,7.17,14716.0,56.67,19.08,20756.41,31360.0
WO-001030,2025-05-02,2025-05,2025-W18,Afternoon,M03,P05,475,410,400,10,430.0,389.19,52.0,56.95,403.88,7.17,19680.0,58.56,38.88,27335.11,40800.0
WO-001031,2025-05-02,2025-05,2025-W18,Morning,M04,P06,184,134,128,6,430.0,325.13,125.0,145.58,260.33,7.17,18626.0,37.75,95.13,26180.55,38144.0
WO-001032,2025-05-02,2025-05,2025-W18,Afternoon,M04,P03,604,447,435,12,430.0,334.41,38.0,44.89,261.03,7.17,11622.0,37.85,129.83,16623.85,24360.0
WO-001033,2025-05-02,2025-05,2025-W18,Afternoon,M05,P01,357,311,306,5,430.0,363.57,62.0,70.14,202.65,7.17,13684.0,29.38,33.07,19310.12,28764.0
WO-001034,2025-05-02,2025-05,2025-W18,Morning,M06,P04,248,239,235,4,430.0,400.65,95.0,100.58,246.42,7.17,23661.0,35.73,12.0,32661.4,49350.0
WO-001035,2025-05-02,2025-05,2025-W18,Afternoon,M06,P04,240,218,213,5,430.0,374.18,95.0,102.99,220.35,7.17,21582.0,31.95,38.84,29870.46,44730.0
WO-001036,2025-05-05,2025-05,2025-W19,Morning,M01,P02,313,283,277,6,430.0,386.59,74.0,81.96,350.09,7.17,16697.0,50.76,44.89,23323.32,34902.0
WO-001037,2025-05-05,2025-05,2025-W19,Afternoon,M01,P02,327,277,270,7,430.0,375.79,74.0,81.4,346.02,7.17,16343.0,50.17,40.36,22838.2,34020.0
WO-001038,2025-05-05,2025-05,2025-W19,Morning,M02,P02,329,279,272,7,430.0,380.02,74.0,81.73,259.57,7.17,16461.0,37.64,57.19,23002.5,34272.0
WO-001039,2025-05-05,2025-05,2025-W19,Afternoon,M02,P02,322,263,259,4,430.0,375.52,74.0,85.67,264.44,7.17,15517.0,38.34,76.57,21742.59,32634.0
WO-001040,2025-05-05,2025-05,2025-W19,Morning,M03,P03,603,585,580,5,430.0,391.32,38.0,40.14,400.45,7.17,15210.0,58.07,54.64,21467.87,32480.0
WO-001041,2025-05-05,2025-05,2025-W19,Afternoon,M03,P03,639,539,528,11,430.0,379.96,38.0,42.3,419.34,7.17,14014.0,60.8,17.81,19800.78,29568.0
WO-001042,2025-05-05,2025-05,2025-W19,Morning,M04,P03,653,403,395,8,430.0,308.71,38.0,45.96,252.12,7.17,10478.0,36.56,125.7,15056.42,22120.0
WO-001043,2025-05-05,2025-05,2025-W19,Afternoon,M04,P04,252,149,144,5,430.0,281.97,95.0,113.54,214.13,7.17,14751.0,31.05,73.35,20658.07,30240.0
WO-001044,2025-05-05,2025-05,2025-W19,Morning,M05,P06,185,167,161,6,430.0,396.02,125.0,142.28,205.14,7.17,23213.0,29.75,15.51,32362.92,47978.0
WO-001045,2025-05-05,2025-05,2025-W19,Afternoon,M05,P01,406,315,311,4,430.0,375.9,62.0,71.6,209.6,7.17,13860.0,30.39,12.0,19530.06,29234.0
WO-001046,2025-05-05,2025-05,2025-W19,Morning,M06,P04,250,233,228,5,430.0,404.17,95.0,104.08,249.62,7.17,23067.0,36.2,12.0,31857.86,47880.0
WO-001047,2025-05-05,2025-05,2025-W19,Afternoon,M06,P06,194,176,171,5,430.0,394.07,125.0,134.34,239.72,7.17,24464.0,34.76,17.25,34079.68,50958.0
WO-001048,2025-05-06,2025-05,2025-W19,Morning,M01,P03,608,532,526,6,430.0,369.46,38.0,41.67,338.65,7.17,13832.0,49.1,58.78,19581.55,29456.0
WO-001049,2025-05-06,2025-05,2025-W19,Afternoon,M01,P03,621,541,536,5,430.0,388.39,38.0,43.07,345.98,7.17,14066.0,50.17,12.0,19855.33,30016.0
WO-001050,2025-05-06,2025-05,2025-W19,Morning,M02,P02,309,289,283,6,430.0,394.68,74.0,81.94,279.59,7.17,17051.0,40.54,60.27,23808.48,35658.0
WO-001051,2025-05-06,2025-05,2025-W19,Afternoon,M02,P01,379,325,320,5,430.0,381.25,62.0,70.39,261.72,7.17,14300.0,37.95,64.3,20189.92,30080.0
WO-001052,2025-05-06,2025-05,2025-W19,Morning,M03,P01,383,375,372,3,430.0,415.22,62.0,66.44,419.72,7.17,16500.0,60.86,28.99,23177.52,34968.0
WO-001053,2025-05-06,2025-05,2025-W19,Afternoon,M03,P01,373,343,338,5,430.0,385.05,62.0,67.36,414.24,7.17,15092.0,60.06,40.53,21268.26,31772.0
WO-001054,2025-05-06,2025-05,2025-W19,Morning,M04,P03,616,411,402,9,430.0,312.55,38.0,45.63,239.22,7.17,10686.0,34.69,101.64,15314.49,22512.0
WO-001055,2025-05-06,2025-05,2025-W19,Afternoon,M04,P03,628,439,429,10,430.0,312.71,38.0,42.74,259.74,7.17,11414.0,37.66,88.72,16298.55,24024.0
WO-001056,2025-05-06,2025-05,2025-W19,Morning,M05,P06,185,163,157,6,430.0,374.31,125.0,137.78,203.92,7.17,22657.0,29.57,26.97,31614.2,46786.0
WO-001057,2025-05-06,2025-05,2025-W19,Afternoon,M05,P01,396,316,309,7,430.0,376.71,62.0,71.53,210.29,7.17,13904.0,30.49,78.13,19656.29,29046.0
WO-001058,2025-05-06,2025-05,2025-W19,Morning,M06,P01,365,350,344,6,430.0,392.17,62.0,67.23,234.5,7.17,15400.0,34.0,12.72,21634.39,32336.0
WO-001059,2025-05-06,2025-05,2025-W19,Afternoon,M06,P04,250,220,214,6,430.0,395.4,95.0,107.84,245.02,7.17,21780.0,35.53,73.01,30176.21,44940.0
WO-001060,2025-05-07,2025-05,2025-W19,Morning,M01,P02,319,285,278,7,430.0,379.33,74.0,79.86,356.04,7.17,16815.0,51.63,30.45,23469.75,35028.0
WO-001061,2025-05-07,2025-05,2025-W19,Afternoon,M01,P02,329,285,278,7,430.0,377.44,74.0,79.46,336.07,7.17,16815.0,48.73,12.0,23448.4,35028.0
WO-001062,2025-05-07,2025-05,2025-W19,Morning,M02,P01,382,351,347,4,430.0,404.45,62.0,69.14,293.95,7.17,15444.0,42.62,62.47,21752.76,32618.0
WO-001063,2025-05-07,2025-05,2025-W19,Afternoon,M02,P01,395,305,301,4,430.0,353.87,62.0,69.61,247.04,7.17,13420.0,35.82,93.35,19016.84,28294.0
WO-001064,2025-05-07,2025-05,2025-W19,Morning,M03,P03,600,559,551,8,430.0,388.45,38.0,41.69,396.52,7.17,14534.0,57.5,12.0,20501.66,30856.0
WO-001065,2025-05-07,2025-05,2025-W19,Afternoon,M03,P01,395,348,342,6,430.0,390.75,62.0,67.37,399.88,7.17,15312.0,57.98,75.71,21601.36,32148.0
WO-001066,2025-05-07,2025-05,2025-W19,Morning,M04,P03,666,475,464,11,430.0,348.48,38.0,44.02,277.64,7.17,12350.0,40.26,91.48,17581.91,25984.0
WO-001067,2025-05-07,2025-05,2025-W19,Afternoon,M04,P04,240,171,166,5,430.0,316.75,95.0,111.14,254.73,7.17,16929.0,36.94,142.98,23681.58,34860.0
WO-001068,2025-05-07,2025-05,2025-W19,Morning,M05,P01,399,331,326,5,430.0,389.96,62.0,70.69,229.18,7.17,14564.0,33.23,20.92,20501.82,30644.0
WO-001069,2025-05-07,2025-05,2025-W19,Afternoon,M05,P05,459,387,379,8,430.0,372.33,52.0,57.73,205.91,7.17,18576.0,29.86,34.26,25806.78,38658.0
WO-001070,2025-05-07,2025-05,2025-W19,Morning,M06,P04,241,244,238,6,430.0,417.1,95.0,102.57,266.56,7.17,24156.0,38.65,37.39,33359.7,49980.0
WO-001071,2025-05-07,2025-05,2025-W19,Afternoon,M06,P05,466,429,418,11,430.0,399.77,52.0,55.91,254.61,7.17,20592.0,36.92,99.34,28608.92,42636.0
WO-001072,2025-05-08,2025-05,2025-W19,Morning,M01,P01,391,345,339,6,430.0,387.29,62.0,67.35,348.93,7.17,15180.0,50.59,77.43,21415.69,31866.0
WO-001073,2025-05-08,2025-05,2025-W19,Afternoon,M01,P01,364,332,325,7,430.0,389.09,62.0,70.32,349.55,7.17,14608.0,50.68,21.96,20580.31,30550.0
WO-001074,2025-05-08,2025-05,2025-W19,Morning,M02,P02,337,276,271,5,430.0,380.97,74.0,82.82,262.41,7.17,16284.0,38.05,12.0,22717.72,34146.0
WO-001075,2025-05-08,2025-05,2025-W19,Afternoon,M02,P01,390,323,318,5,430.0,370.3,62.0,68.79,262.09,7.17,14212.0,38.0,116.69,20122.36,29892.0
WO-001076,2025-05-08,2025-05,2025-W19,Morning,M03,P05,442,432,424,8,430.0,395.04,52.0,54.87,406.64,7.17,20736.0,58.96,12.0,28738.63,43248.0
WO-001077,2025-05-08,2025-05,2025-W19,Afternoon,M03,P05,461,411,402,9,430.0,380.11,52.0,55.49,398.38,7.17,19728.0,57.76,53.86,27414.29,41004.0
WO-001078,2025-05-08,2025-05,2025-W19,Morning,M04,P04,256,169,165,4,430.0,317.57,95.0,112.75,249.42,7.17,16731.0,36.17,76.5,23346.33,34650.0
WO-001079,2025-05-08,2025-05,2025-W19,Afternoon,M04,P06,190,125,119,6,430.0,302.53,125.0,145.22,242.84,7.17,17375.0,35.21,93.16,24466.04,35462.0
WO-001080,2025-05-08,2025-05,2025-W19,Morning,M05,P01,370,318,313,5,430.0,365.95,62.0,69.05,191.91,7.17,13992.0,27.83,32.0,19727.5,29422.0
WO-001081,2025-05-08,2025-05,2025-W19,Afternoon,M05,P05,466,404,393,11,430.0,382.58,52.0,56.82,211.12,7.17,19392.0,30.61,20.08,26898.36,40086.0
WO-001082,2025-05-08,2025-05,2025-W19,Morning,M06,P04,262,239,236,3,430.0,410.59,95.0,103.08,249.25,7.17,23661.0,36.14,22.42,32672.22,49560.0
WO-001083,2025-05-08,2025-05,2025-W19,Afternoon,M06,P05,470,435,424,11,430.0,397.06,52.0,54.77,248.08,7.17,20880.0,35.97,78.08,28976.72,43248.0
WO-001084,2025-05-09,2025-05,2025-W19,Morning,M01,P01,383,345,336,9,430.0,386.46,62.0,67.21,358.02,7.17,15180.0,51.91,24.05,21363.63,31584.0
WO-001085,2025-05-09,2025-05,2025-W19,Afternoon,M01,P01,373,308,305,3,430.0,355.25,62.0,69.21,330.23,7.17,13552.0,47.88,24.29,19139.84,28670.0
WO-001086,2025-05-09,2025-05,2025-W19,Morning,M02,P02,313,262,257,5,430.0,371.12,74.0,84.99,253.02,7.17,15458.0,36.69,30.76,21615.11,32382.0
WO-001087,2025-05-09,2025-05,2025-W19,Afternoon,M02,P02,317,264,258,6,430.0,372.23,74.0,84.6,262.01,7.17,15576.0,37.99,21.17,21766.82,32508.0
WO-001088,2025-05-09,2025-05,2025-W19,Morning,M03,P05,420,419,411,8,430.0,389.29,52.0,55.75,408.33,7.17,20112.0,59.21,67.88,27949.76,41922.0
WO-001089,2025-05-09,2025-05,2025-W19,Afternoon,M03,P05,477,407,396,11,430.0,381.61,52.0,56.26,400.86,7.17,19536.0,58.12,12.0,27112.79,40392.0
WO-001090,2025-05-09,2025-05,2025-W19,Morning,M04,P04,236,182,176,6,430.0,327.69,95.0,108.03,263.99,7.17,18018.0,38.28,73.99,25087.93,36960.0
WO-001091,2025-05-09,2025-05,2025-W19,Afternoon,M04,P03,628,447,435,12,430.0,317.92,38.0,42.67,247.65,7.17,11622.0,35.91,93.18,16585.26,24360.0
WO-001092,2025-05-09,2025-05,2025-W19,Morning,M05,P05,481,390,381,9,430.0,382.34,52.0,58.82,209.8,7.17,18720.0,30.42,12.0,25980.09,38862.0
WO-001093,2025-05-09,2025-05,2025-W19,Afternoon,M05,P04,249,203,198,5,430.0,366.43,95.0,108.3,212.76,7.17,20097.0,30.85,12.0,27832.52,41580.0
WO-001094,2025-05-09,2025-05,2025-W19,Morning,M06,P05,498,438,428,10,430.0,417.1,52.0,57.14,246.2,7.17,21024.0,35.7,46.21,29139.58,43656.0
WO-001095,2025-05-09,2025-05,2025-W19,Afternoon,M06,P04,244,228,223,5,430.0,397.75,95.0,104.67,236.13,7.17,22572.0,34.24,36.47,31210.38,46830.0
WO-001096,2025-05-12,2025-05,2025-W20,Morning,M01,P02,318,286,280,6,430.0,382.43,74.0,80.23,334.33,7.17,16874.0,48.48,38.83,23554.97,35280.0
WO-001097,2025-05-12,2025-05,2025-W20,Afternoon,M01,P03,643,520,513,7,430.0,364.24,38.0,42.03,333.83,7.17,13520.0,48.4,29.04,19125.11,28728.0
WO-001098,2025-05-12,2025-05,2025-W20,Morning,M02,P01,389,331,326,5,430.0,369.43,62.0,66.97,262.12,7.17,14564.0,38.01,38.06,20523.74,30644.0
WO-001099,2025-05-12,2025-05,2025-W20,Afternoon,M02,P02,335,264,258,6,430.0,371.95,74.0,84.53,261.78,7.17,15576.0,37.96,32.07,21777.7,32508.0
WO-001100,2025-05-12,2025-05,2025-W20,Morning,M03,P03,620,594,588,6,430.0,409.46,38.0,41.36,435.23,7.17,15444.0,63.11,53.75,21791.53,32928.0
WO-001101,2025-05-12,2025-05,2025-W20,Afternoon,M03,P05,458,397,390,7,430.0,359.09,52.0,54.27,392.88,7.17,19056.0,56.97,36.97,26486.61,39780.0
WO-001102,2025-05-12,2025-05,2025-W20,Morning,M04,P06,171,140,134,6,430.0,339.01,125.0,145.29,270.4,7.17,19460.0,39.21,78.3,27305.18,39932.0
WO-001103,2025-05-12,2025-05,2025-W20,Afternoon,M04,P03,627,405,396,9,430.0,306.25,38.0,45.37,246.37,7.17,10530.0,35.72,109.48,15110.37,22176.0
WO-001104,2025-05-12,2025-05,2025-W20,Morning,M05,P01,385,322,317,5,430.0,378.44,62.0,70.52,214.66,7.17,14168.0,31.12,18.07,19956.86,29798.0
WO-001105,2025-05-12,2025-05,2025-W20,Afternoon,M05,P05,463,393,383,10,430.0,374.94,52.0,57.24,211.23,7.17,18864.0,30.63,54.52,26217.81,39066.0
WO-001106,2025-05-12,2025-05,2025-W20,Morning,M06,P04,254,237,233,4,430.0,405.38,95.0,102.63,251.75,7.17,23463.0,36.5,55.58,32437.75,48930.0
WO-001107,2025-05-12,2025-05,2025-W20,Afternoon,M06,P06,183,173,165,8,430.0,392.62,125.0,136.17,232.73,7.17,24047.0,33.75,21.77,33513.18,49170.0
WO-001108,2025-05-13,2025-05,2025-W20,Morning,M01,P03,607,592,587,5,430.0,399.64,38.0,40.5,375.34,7.17,15392.0,54.42,93.37,21751.46,32872.0
WO-001109,2025-05-13,2025-05,2025-W20,Afternoon,M01,P03,641,550,546,4,430.0,385.09,38.0,42.01,352.74,7.17,14300.0,51.15,42.99,20206.8,30576.0
WO-001110,2025-05-13,2025-05,2025-W20,Morning,M02,P01,395,357,351,6,430.0,405.71,62.0,68.19,284.81,7.17,15708.0,41.3,15.05,22064.02,32994.0
WO-001111,2025-05-13,2025-05,2025-W20,Afternoon,M02,P02,324,269,264,5,430.0,370.86,74.0,82.72,268.99,7.17,15871.0,39.0,35.32,22181.99,33264.0
WO-001112,2025-05-13,2025-05,2025-W20,Morning,M03,P03,604,600,595,5,430.0,410.78,38.0,41.08,428.13,7.17,15600.0,62.08,26.4,21976.15,33320.0
WO-001113,2025-05-13,2025-05,2025-W20,Afternoon,M03,P05,451,413,403,10,430.0,389.39,52.0,56.57,411.85,7.17,19824.0,59.72,51.58,27543.97,41106.0
WO-001114,2025-05-13,2025-05,2025-W20,Morning,M04,P06,198,142,136,6,430.0,332.93,125.0,140.67,261.32,7.17,19738.0,37.89,79.6,27685.16,40528.0
WO-001115,2025-05-13,2025-05,2025-W20,Afternoon,M04,P06,195,129,123,6,430.0,314.5,125.0,146.28,251.34,7.17,17931.0,36.44,69.28,25203.4,36654.0
WO-001116,2025-05-13,2025-05,2025-W20,Morning,M05,P05,453,377,369,8,430.0,369.15,52.0,58.75,209.05,7.17,18096.0,30.31,60.67,25183.65,37638.0
WO-001117,2025-05-13,2025-05,2025-W20,Afternoon,M05,P01,372,321,313,8,430.0,364.92,62.0,68.21,198.46,7.17,14124.0,28.78,15.11,19891.56,29422.0
WO-001118,2025-05-13,2025-05,2025-W20,Morning,M06,P01,385,345,340,5,430.0,401.61,62.0,69.84,235.03,7.17,15180.0,34.08,61.75,21383.49,31960.0
WO-001119,2025-05-13,2025-05,2025-W20,Afternoon,M06,P06,187,166,159,7,430.0,389.27,125.0,140.7,224.86,7.17,23074.0,32.6,15.37,32175.64,47382.0
WO-001120,2025-05-14,2025-05,2025-W20,Afternoon,M01,P02,315,274,268,6,430.0,379.89,74.0,83.19,353.44,7.17,16166.0,51.25,48.21,22607.13,33768.0
WO-001121,2025-05-14,2025-05,2025-W20,Morning,M02,P02,318,263,258,5,430.0,360.44,74.0,82.23,241.81,7.17,15517.0,35.06,42.61,21705.34,32508.0
WO-001122,2025-05-14,2025-05,2025-W20,Afternoon,M02,P01,364,326,321,5,430.0,366.54,62.0,67.46,268.32,7.17,14344.0,38.91,85.23,20271.81,30174.0
WO-001123,2025-05-14,2025-05,2025-W20,Morning,M03,P05,453,437,427,10,430.0,400.56,52.0,55.0,442.58,7.17,20976.0,64.17,65.64,29122.48,43554.0
WO-001124,2025-05-14,2025-05,2025-W20,Afternoon,M03,P05,481,410,401,9,430.0,378.7,52.0,55.42,393.13,7.17,19680.0,57.0,56.07,27350.74,40902.0
WO-001125,2025-05-14,2025-05,2025-W20,Morning,M04,P03,628,456,445,11,430.0,334.6,38.0,44.03,270.39,7.17,11856.0,39.21,63.88,16878.75,24920.0
WO-001126,2025-05-14,2025-05,2025-W20,Afternoon,M04,P03,648,452,446,6,430.0,336.47,38.0,44.66,268.27,7.17,11752.0,38.9,80.88,16753.44,24976.0
WO-001127,2025-05-14,2025-05,2025-W20,Morning,M05,P05,460,400,391,9,430.0,383.79,52.0,57.57,212.77,7.17,19200.0,30.85,37.33,26655.84,39882.0
WO-001128,2025-05-14,2025-05,2025-W20,Afternoon,M05,P05,451,394,386,8,430.0,387.81,52.0,59.06,208.58,7.17,18912.0,30.24,24.99,26252.9,39372.0
WO-001129,2025-05-14,2025-05,2025-W20,Morning,M06,P04,248,222,217,5,430.0,392.47,95.0,106.07,240.2,7.17,21978.0,34.83,59.58,30430.08,45570.0
WO-001130,2025-05-14,2025-05,2025-W20,Afternoon,M06,P04,261,219,214,5,430.0,386.9,95.0,106.0,235.75,7.17,21681.0,34.18,92.22,30060.07,44940.0
WO-001131,2025-05-15,2025-05,2025-W20,Morning,M01,P02,320,304,296,8,430.0,400.05,74.0,78.96,366.47,7.17,17936.0,53.14,30.46,24991.27,37296.0
