event_id,order_id,date,shift,machine_id,category,reason,duration_min,planned
DT-0000612,WO-000270,2025-01-31,Afternoon,M05,Material,Material shortage,90.51,0
DT-0000613,WO-000271,2025-01-31,Morning,M06,Changeover,Planned changeover,19.35,1
DT-0000614,WO-000271,2025-01-31,Morning,M06,Material,Material shortage,6.16,0
DT-0000615,WO-000271,2025-01-31,Morning,M06,Microstop,Vision retry,0.97,0
DT-0000616,WO-000272,2025-01-31,Afternoon,M06,Breakdown,Mechanical fault,50.04,0
DT-0000617,WO-000273,2025-02-03,Morning,M01,Material,Material shortage,14.45,0
DT-0000618,WO-000273,2025-02-03,Morning,M01,Breakdown,Mechanical fault,35.03,0
DT-0000619,WO-000274,2025-02-03,Afternoon,M01,Microstop,Material jam,0.98,0
DT-0000620,WO-000274,2025-02-03,Afternoon,M01,Material,Material shortage,49.66,0
DT-0000621,WO-000274,2025-02-03,Afternoon,M01,Breakdown,Mechanical fault,1.94,0
DT-0000622,WO-000275,2025-02-03,Morning,M02,Process,Parameter adjustment,27.08,0
DT-0000623,WO-000275,2025-02-03,Morning,M02,Planned,Preventive maintenance,3.13,1
DT-0000624,WO-000276,2025-02-03,Afternoon,M02,Process,Parameter adjustment,12.08,0
DT-0000625,WO-000276,2025-02-03,Afternoon,M02,Process,Parameter adjustment,41.37,0
DT-0000626,WO-000277,2025-02-03,Morning,M03,Breakdown,Sensor fault,13.36,0
DT-0000627,WO-000277,2025-02-03,Morning,M03,Microstop,Material jam,27.4,0
DT-0000628,WO-000278,2025-02-03,Afternoon,M03,Breakdown,Mechanical fault,22.48,0
DT-0000629,WO-000278,2025-02-03,Afternoon,M03,Breakdown,Sensor fault,22.74,0
DT-0000630,WO-000279,2025-02-03,Morning,M04,Microstop,Material jam,17.07,0
DT-0000631,WO-000279,2025-02-03,Morning,M04,Changeover,Fixture setup,20.5,0
DT-0000632,WO-000279,2025-02-03,Morning,M04,Changeover,Fixture setup,80.1,0
DT-0000633,WO-000280,2025-02-03,Afternoon,M04,Microstop,Torch cleaning,41.76,0
DT-0000634,WO-000280,2025-02-03,Afternoon,M04,Changeover,Planned changeover,16.36,1
DT-0000635,WO-000280,2025-02-03,Afternoon,M04,Changeover,Fixture setup,36.39,0
DT-0000636,WO-000280,2025-02-03,Afternoon,M04,Planned,Preventive maintenance,2.76,1
DT-0000637,WO-000280,2025-02-03,Afternoon,M04,Changeover,Fixture setup,26.23,0
DT-0000638,WO-000281,2025-02-03,Morning,M05,Changeover,Tooling change,57.46,0
DT-0000639,WO-000282,2025-02-03,Afternoon,M05,Changeover,Tooling change,55.09,0
DT-0000640,WO-000283,2025-02-03,Morning,M06,Breakdown,Mechanical fault,20.93,0
DT-0000641,WO-000283,2025-02-03,Morning,M06,Planned,Calibration,6.13,1
DT-0000642,WO-000284,2025-02-03,Afternoon,M06,Changeover,Planned changeover,6.76,1
DT-0000643,WO-000284,2025-02-03,Afternoon,M06,Microstop,Vision retry,19.4,0
DT-0000644,WO-000285,2025-02-04,Morning,M01,Changeover,Tooling change,20.0,0
DT-0000645,WO-000285,2025-02-04,Morning,M01,Breakdown,Mechanical fault,2.65,0
DT-0000646,WO-000285,2025-02-04,Morning,M01,Breakdown,Sensor fault,9.39,0
DT-0000647,WO-000286,2025-02-04,Morning,M02,Changeover,Tooling change,5.78,0
DT-0000648,WO-000286,2025-02-04,Morning,M02,Microstop,Material jam,0.99,0
DT-0000649,WO-000286,2025-02-04,Morning,M02,Changeover,Tooling change,11.17,0
DT-0000650,WO-000286,2025-02-04,Morning,M02,Process,Parameter adjustment,25.2,0
DT-0000651,WO-000286,2025-02-04,Morning,M02,Changeover,Tooling change,9.44,0
DT-0000652,WO-000287,2025-02-04,Afternoon,M02,Planned,Calibration,10.74,1
DT-0000653,WO-000287,2025-02-04,Afternoon,M02,Changeover,Tooling change,34.6,0
DT-0000654,WO-000288,2025-02-04,Morning,M03,Changeover,Planned changeover,25.34,1
DT-0000655,WO-000288,2025-02-04,Morning,M03,Changeover,Tooling change,1.0,0
DT-0000656,WO-000288,2025-02-04,Morning,M03,Changeover,Tooling change,12.15,0
DT-0000657,WO-000288,2025-02-04,Morning,M03,Process,Parameter adjustment,20.97,0
DT-0000658,WO-000289,2025-02-04,Afternoon,M03,Changeover,Tooling change,14.45,0
DT-0000659,WO-000289,2025-02-04,Afternoon,M03,Material,Material shortage,42.82,0
DT-0000660,WO-000290,2025-02-04,Morning,M04,Planned,Calibration,100.18,1
DT-0000661,WO-000291,2025-02-04,Afternoon,M04,Breakdown,Robot recovery,96.44,0
DT-0000662,WO-000291,2025-02-04,Afternoon,M04,Changeover,Fixture setup,11.04,0
DT-0000663,WO-000292,2025-02-04,Morning,M05,Planned,Calibration,50.59,1
DT-0000664,WO-000293,2025-02-04,Afternoon,M05,Microstop,Vision retry,46.24,0
DT-0000665,WO-000293,2025-02-04,Afternoon,M05,Breakdown,Mechanical fault,8.37,0
DT-0000666,WO-000294,2025-02-04,Morning,M06,Changeover,Planned changeover,10.72,1
DT-0000667,WO-000294,2025-02-04,Morning,M06,Changeover,Planned changeover,10.45,1
DT-0000668,WO-000294,2025-02-04,Morning,M06,Breakdown,Mechanical fault,0.97,0
DT-0000669,WO-000294,2025-02-04,Morning,M06,Changeover,Tooling change,10.06,0
DT-0000670,WO-000295,2025-02-04,Afternoon,M06,Changeover,Tooling change,34.6,0
DT-0000671,WO-000296,2025-02-05,Morning,M01,Planned,Preventive maintenance,27.74,1
DT-0000672,WO-000296,2025-02-05,Morning,M01,Planned,Preventive maintenance,15.69,1
DT-0000673,WO-000297,2025-02-05,Afternoon,M01,Planned,Calibration,25.33,1
DT-0000674,WO-000297,2025-02-05,Afternoon,M01,Planned,Calibration,17.51,1
DT-0000675,WO-000298,2025-02-05,Morning,M02,Microstop,Material jam,22.94,0
DT-0000676,WO-000298,2025-02-05,Morning,M02,Process,Parameter adjustment,23.69,0
DT-0000677,WO-000298,2025-02-05,Morning,M02,Microstop,Material jam,4.34,0
DT-0000678,WO-000299,2025-02-05,Afternoon,M02,Microstop,Vision retry,29.46,0
DT-0000679,WO-000299,2025-02-05,Afternoon,M02,Breakdown,Sensor fault,38.15,0
DT-0000680,WO-000300,2025-02-05,Morning,M03,Process,Parameter adjustment,55.68,0
DT-0000681,WO-000300,2025-02-05,Morning,M03,Breakdown,Sensor fault,2.12,0
DT-0000682,WO-000301,2025-02-05,Afternoon,M03,Breakdown,Mechanical fault,1.12,0
DT-0000683,WO-000301,2025-02-05,Afternoon,M03,Breakdown,Sensor fault,28.58,0
DT-0000684,WO-000301,2025-02-05,Afternoon,M03,Breakdown,Mechanical fault,7.74,0
DT-0000685,WO-000301,2025-02-05,Afternoon,M03,Microstop,Vision retry,18.32,0
DT-0000686,WO-000302,2025-02-05,Morning,M04,Breakdown,Robot recovery,48.21,0
DT-0000687,WO-000302,2025-02-05,Morning,M04,Microstop,Vision retry,72.52,0
DT-0000688,WO-000303,2025-02-05,Afternoon,M04,Changeover,Planned changeover,15.15,1
DT-0000689,WO-000303,2025-02-05,Afternoon,M04,Changeover,Fixture setup,118.97,0
DT-0000690,WO-000304,2025-02-05,Morning,M05,Changeover,Tooling change,47.44,0
DT-0000691,WO-000304,2025-02-05,Morning,M05,Breakdown,Sensor fault,9.05,0
DT-0000692,WO-000305,2025-02-05,Afternoon,M05,Breakdown,Mechanical fault,44.32,0
DT-0000693,WO-000305,2025-02-05,Afternoon,M05,Breakdown,Mechanical fault,1.22,0
DT-0000694,WO-000305,2025-02-05,Afternoon,M05,Changeover,Tooling change,21.31,0
DT-0000695,WO-000306,2025-02-05,Morning,M06,Microstop,Vision retry,25.62,0
DT-0000696,WO-000307,2025-02-05,Afternoon,M06,Changeover,Tooling change,7.75,0
DT-0000697,WO-000307,2025-02-05,Afternoon,M06,Breakdown,Sensor fault,19.55,0
DT-0000698,WO-000308,2025-02-06,Morning,M01,Microstop,Material jam,6.38,0
DT-0000699,WO-000308,2025-02-06,Morning,M01,Changeover,Tooling change,30.0,0
DT-0000700,WO-000308,2025-02-06,Morning,M01,Material,Material shortage,13.46,0
DT-0000701,WO-000309,2025-02-06,Afternoon,M01,Changeover,Planned changeover,9.54,1
DT-0000702,WO-000309,2025-02-06,Afternoon,M01,Material,Material shortage,21.81,0
DT-0000703,WO-000309,2025-02-06,Afternoon,M01,Process,Parameter adjustment,5.35,0
DT-0000704,WO-000310,2025-02-06,Morning,M02,Planned,Preventive maintenance,5.29,1
DT-0000705,WO-000310,2025-02-06,Morning,M02,Breakdown,Sensor fault,42.58,0
DT-0000706,WO-000311,2025-02-06,Afternoon,M02,Planned,Calibration,27.08,1
DT-0000707,WO-000311,2025-02-06,Afternoon,M02,Breakdown,Mechanical fault,21.1,0
DT-0000708,WO-000312,2025-02-06,Morning,M03,Process,Parameter adjustment,33.95,0
DT-0000709,WO-000312,2025-02-06,Morning,M03,Breakdown,Mechanical fault,11.22,0
DT-0000710,WO-000313,2025-02-06,Afternoon,M03,Breakdown,Mechanical fault,45.25,0
DT-0000711,WO-000314,2025-02-06,Morning,M04,Breakdown,Robot recovery,26.78,0
DT-0000712,WO-000314,2025-02-06,Morning,M04,Breakdown,Sensor fault,2.84,0
DT-0000713,WO-000314,2025-02-06,Morning,M04,Changeover,Fixture setup,25.68,0
DT-0000714,WO-000314,2025-02-06,Morning,M04,Changeover,Fixture setup,29.81,0
DT-0000715,WO-000314,2025-02-06,Morning,M04,Changeover,Fixture setup,10.78,0
DT-0000716,WO-000315,2025-02-06,Afternoon,M04,Microstop,Torch cleaning,14.37,0
DT-0000717,WO-000315,2025-02-06,Afternoon,M04,Process,Weld parameter adjustment,62.83,0
DT-0000718,WO-000315,2025-02-06,Afternoon,M04,Changeover,Planned changeover,9.58,1
DT-0000719,WO-000315,2025-02-06,Afternoon,M04,Material,Material shortage,20.88,0
DT-0000720,WO-000316,2025-02-06,Morning,M05,Changeover,Tooling change,9.48,0
DT-0000721,WO-000316,2025-02-06,Morning,M05,Material,Material shortage,10.0,0
DT-0000722,WO-000316,2025-02-06,Morning,M05,Material,Material shortage,33.54,0
DT-0000723,WO-000317,2025-02-06,Afternoon,M05,Planned,Calibration,31.72,1
DT-0000724,WO-000317,2025-02-06,Afternoon,M05,Material,Material shortage,5.88,0
DT-0000725,WO-000317,2025-02-06,Afternoon,M05,Changeover,Tooling change,20.14,0
DT-0000726,WO-000318,2025-02-06,Morning,M06,Changeover,Tooling change,7.2,0
DT-0000727,WO-000318,2025-02-06,Morning,M06,Material,Material shortage,2.22,0
DT-0000728,WO-000318,2025-02-06,Morning,M06,Microstop,Vision retry,2.34,0
DT-0000729,WO-000318,2025-02-06,Morning,M06,Microstop,Vision retry,4.58,0
DT-0000730,WO-000318,2025-02-06,Morning,M06,Microstop,Material jam,0.97,0
DT-0000731,WO-000319,2025-02-06,Afternoon,M06,Material,Material shortage,2.1,0
DT-0000732,WO-000319,2025-02-06,Afternoon,M06,Microstop,Vision retry,27.41,0
DT-0000733,WO-000320,2025-02-07,Morning,M01,Process,Parameter adjustment,54.78,0
DT-0000734,WO-000321,2025-02-07,Afternoon,M01,Changeover,Planned changeover,41.6,1
DT-0000735,WO-000321,2025-02-07,Afternoon,M01,Material,Material shortage,7.01,0
DT-0000736,WO-000322,2025-02-07,Morning,M02,Microstop,Vision retry,43.35,0
DT-0000737,WO-000322,2025-02-07,Morning,M02,Breakdown,Mechanical fault,6.22,0
DT-0000738,WO-000322,2025-02-07,Morning,M02,Microstop,Vision retry,16.95,0
DT-0000739,WO-000323,2025-02-07,Afternoon,M02,Changeover,Planned changeover,55.3,1
DT-0000740,WO-000324,2025-02-07,Morning,M03,Planned,Calibration,27.7,1
DT-0000741,WO-000324,2025-02-07,Morning,M03,Changeover,Tooling change,11.27,0
DT-0000742,WO-000325,2025-02-07,Afternoon,M03,Microstop,Material jam,2.89,0
DT-0000743,WO-000325,2025-02-07,Afternoon,M03,Breakdown,Mechanical fault,13.89,0
DT-0000744,WO-000325,2025-02-07,Afternoon,M03,Changeover,Tooling change,1.15,0
DT-0000745,WO-000325,2025-02-07,Afternoon,M03,Microstop,Material jam,2.05,0
DT-0000746,WO-000325,2025-02-07,Afternoon,M03,Breakdown,Mechanical fault,17.94,0
DT-0000747,WO-000326,2025-02-07,Morning,M04,Process,Weld parameter adjustment,28.1,0
DT-0000748,WO-000326,2025-02-07,Morning,M04,Breakdown,Wire feeder fault,66.06,0
DT-0000749,WO-000326,2025-02-07,Morning,M04,Process,Parameter adjustment,11.95,0
DT-0000750,WO-000327,2025-02-07,Afternoon,M04,Changeover,Planned changeover,68.88,1
DT-0000751,WO-000327,2025-02-07,Afternoon,M04,Planned,Preventive maintenance,7.9,1
DT-0000752,WO-000327,2025-02-07,Afternoon,M04,Changeover,Planned changeover,36.29,1
DT-0000753,WO-000328,2025-02-07,Morning,M05,Breakdown,Mechanical fault,35.18,0
DT-0000754,WO-000328,2025-02-07,Morning,M05,Microstop,Material jam,1.49,0
DT-0000755,WO-000328,2025-02-07,Morning,M05,Breakdown,Sensor fault,13.47,0
DT-0000756,WO-000328,2025-02-07,Morning,M05,Breakdown,Sensor fault,6.35,0
DT-0000757,WO-000329,2025-02-07,Afternoon,M05,Breakdown,Mechanical fault,36.57,0
DT-0000758,WO-000329,2025-02-07,Afternoon,M05,Process,Parameter adjustment,32.1,0
DT-0000759,WO-000330,2025-02-07,Morning,M06,Process,Parameter adjustment,13.82,0
DT-0000760,WO-000331,2025-02-07,Afternoon,M06,Planned,Preventive maintenance,5.93,1
DT-0000761,WO-000331,2025-02-07,Afternoon,M06,Breakdown,Mechanical fault,15.23,0
DT-0000762,WO-000331,2025-02-07,Afternoon,M06,Process,Parameter adjustment,32.38,0
DT-0000763,WO-000332,2025-02-10,Morning,M01,Planned,Preventive maintenance,27.27,1
DT-0000764,WO-000332,2025-02-10,Morning,M01,Changeover,Planned changeover,2.83,1
DT-0000765,WO-000333,2025-02-10,Afternoon,M01,Process,Parameter adjustment,8.74,0
DT-0000766,WO-000333,2025-02-10,Afternoon,M01,Breakdown,Mechanical fault,44.15,0
DT-0000767,WO-000333,2025-02-10,Afternoon,M01,Material,Material shortage,0.99,0
DT-0000768,WO-000334,2025-02-10,Morning,M02,Microstop,Vision retry,62.86,0
DT-0000769,WO-000335,2025-02-10,Afternoon,M02,Microstop,Material jam,10.61,0
DT-0000770,WO-000335,2025-02-10,Afternoon,M02,Microstop,Material jam,21.33,0
DT-0000771,WO-000335,2025-02-10,Afternoon,M02,Changeover,Tooling change,10.46,0
DT-0000772,WO-000335,2025-02-10,Afternoon,M02,Breakdown,Mechanical fault,16.67,0
DT-0000773,WO-000335,2025-02-10,Afternoon,M02,Microstop,Vision retry,0.99,0
DT-0000774,WO-000336,2025-02-10,Morning,M03,Breakdown,Sensor fault,67.21,0
DT-0000775,WO-000337,2025-02-10,Afternoon,M03,Microstop,Material jam,63.84,0
DT-0000776,WO-000338,2025-02-10,Morning,M04,Material,Material shortage,24.81,0
DT-0000777,WO-000338,2025-02-10,Morning,M04,Changeover,Fixture setup,63.97,0
DT-0000778,WO-000338,2025-02-10,Morning,M04,Breakdown,Wire feeder fault,31.28,0
DT-0000779,WO-000339,2025-02-10,Afternoon,M04,Changeover,Fixture setup,42.27,0
DT-0000780,WO-000339,2025-02-10,Afternoon,M04,Microstop,Torch cleaning,17.58,0
DT-0000781,WO-000339,2025-02-10,Afternoon,M04,Microstop,Vision retry,53.67,0
DT-0000782,WO-000340,2025-02-10,Morning,M05,Microstop,Vision retry,1.2,0
DT-0000783,WO-000340,2025-02-10,Morning,M05,Microstop,Vision retry,11.33,0
DT-0000784,WO-000340,2025-02-10,Morning,M05,Planned,Preventive maintenance,31.2,1
DT-0000785,WO-000341,2025-02-10,Afternoon,M05,Breakdown,Mechanical fault,20.25,0
DT-0000786,WO-000341,2025-02-10,Afternoon,M05,Microstop,Vision retry,39.02,0
DT-0000787,WO-000342,2025-02-10,Morning,M06,Microstop,Material jam,34.27,0
DT-0000788,WO-000343,2025-02-10,Afternoon,M06,Breakdown,Mechanical fault,44.75,0
DT-0000789,WO-000344,2025-02-11,Morning,M01,Planned,Preventive maintenance,15.6,1
DT-0000790,WO-000344,2025-02-11,Morning,M01,Breakdown,Sensor fault,42.03,0
DT-0000791,WO-000344,2025-02-11,Morning,M01,Process,Parameter adjustment,1.0,0
DT-0000792,WO-000345,2025-02-11,Afternoon,M01,Microstop,Vision retry,66.13,0
DT-0000793,WO-000346,2025-02-11,Morning,M02,Microstop,Vision retry,37.06,0
DT-0000794,WO-000346,2025-02-11,Morning,M02,Breakdown,Mechanical fault,13.94,0
DT-0000795,WO-000347,2025-02-11,Afternoon,M02,Microstop,Material jam,58.64,0
DT-0000796,WO-000347,2025-02-11,Afternoon,M02,Process,Parameter adjustment,13.18,0
DT-0000797,WO-000347,2025-02-11,Afternoon,M02,Changeover,Planned changeover,4.15,1
DT-0000798,WO-000348,2025-02-11,Morning,M03,Breakdown,Mechanical fault,4.73,0
DT-0000799,WO-000348,2025-02-11,Morning,M03,Breakdown,Mechanical fault,1.83,0
DT-0000800,WO-000348,2025-02-11,Morning,M03,Microstop,Vision retry,34.57,0
DT-0000801,WO-000349,2025-02-11,Afternoon,M03,Changeover,Tooling change,35.49,0
DT-0000802,WO-000350,2025-02-11,Morning,M04,Changeover,Fixture setup,35.75,0
DT-0000803,WO-000350,2025-02-11,Morning,M04,Process,Parameter adjustment,21.29,0
DT-0000804,WO-000350,2025-02-11,Morning,M04,Process,Weld parameter adjustment,40.74,0
DT-0000805,WO-000351,2025-02-11,Afternoon,M04,Material,Material shortage,20.31,0
DT-0000806,WO-000351,2025-02-11,Afternoon,M04,Process,Weld parameter adjustment,44.45,0
DT-0000807,WO-000351,2025-02-11,Afternoon,M04,Breakdown,Mechanical fault,50.62,0
DT-0000808,WO-000352,2025-02-11,Morning,M05,Material,Material shortage,21.39,0
DT-0000809,WO-000352,2025-02-11,Morning,M05,Process,Parameter adjustment,15.64,0
DT-0000810,WO-000352,2025-02-11,Morning,M05,Microstop,Material jam,11.44,0
DT-0000811,WO-000353,2025-02-11,Afternoon,M05,Breakdown,Mechanical fault,30.61,0
DT-0000812,WO-000354,2025-02-11,Morning,M06,Microstop,Vision retry,28.65,0
DT-0000813,WO-000355,2025-02-11,Afternoon,M06,Breakdown,Sensor fault,30.89,0
DT-0000814,WO-000356,2025-02-12,Morning,M01,Microstop,Material jam,12.88,0
DT-0000815,WO-000356,2025-02-12,Morning,M01,Microstop,Material jam,33.1,0
DT-0000816,WO-000357,2025-02-12,Afternoon,M01,Process,Parameter adjustment,23.32,0
DT-0000817,WO-000357,2025-02-12,Afternoon,M01,Material,Material shortage,26.94,0
DT-0000818,WO-000358,2025-02-12,Morning,M02,Changeover,Tooling change,43.36,0
DT-0000819,WO-000358,2025-02-12,Morning,M02,Breakdown,Mechanical fault,6.56,0
DT-0000820,WO-000359,2025-02-12,Afternoon,M02,Material,Material shortage,34.03,0
DT-0000821,WO-000360,2025-02-12,Afternoon,M03,Process,Parameter adjustment,16.9,0
DT-0000822,WO-000360,2025-02-12,Afternoon,M03,Changeover,Planned changeover,29.4,1
DT-0000823,WO-000361,2025-02-12,Morning,M04,Changeover,Fixture setup,2.09,0
DT-0000824,WO-000361,2025-02-12,Morning,M04,Changeover,Planned changeover,101.92,1
DT-0000825,WO-000362,2025-02-12,Afternoon,M04,Changeover,Fixture setup,19.43,0
DT-0000826,WO-000362,2025-02-12,Afternoon,M04,Breakdown,Wire feeder fault,27.32,0
DT-0000827,WO-000362,2025-02-12,Afternoon,M04,Microstop,Torch cleaning,52.77,0
DT-0000828,WO-000363,2025-02-12,Morning,M05,Microstop,Material jam,14.03,0
DT-0000829,WO-000363,2025-02-12,Morning,M05,Process,Parameter adjustment,14.82,0
DT-0000830,WO-000363,2025-02-12,Morning,M05,Microstop,Vision retry,0.98,0
DT-0000831,WO-000364,2025-02-12,Afternoon,M05,Microstop,Vision retry,4.9,0
DT-0000832,WO-000364,2025-02-12,Afternoon,M05,Planned,Calibration,22.8,1
DT-0000833,WO-000364,2025-02-12,Afternoon,M05,Microstop,Material jam,20.95,0
DT-0000834,WO-000364,2025-02-12,Afternoon,M05,Changeover,Tooling change,16.28,0
DT-0000835,WO-000365,2025-02-12,Morning,M06,Microstop,Vision retry,16.13,0
DT-0000836,WO-000365,2025-02-12,Morning,M06,Breakdown,Sensor fault,11.99,0
DT-0000837,WO-000365,2025-02-12,Morning,M06,Breakdown,Mechanical fault,1.15,0
DT-0000838,WO-000366,2025-02-12,Afternoon,M06,Microstop,Material jam,32.26,0
DT-0000839,WO-000366,2025-02-12,Afternoon,M06,Microstop,Material jam,6.84,0
DT-0000840,WO-000367,2025-02-13,Morning,M01,Microstop,Material jam,29.38,0
DT-0000841,WO-000367,2025-02-13,Morning,M01,Material,Material shortage,0.99,0
DT-0000842,WO-000367,2025-02-13,Morning,M01,Microstop,Material jam,19.09,0
DT-0000843,WO-000367,2025-02-13,Morning,M01,Changeover,Tooling change,9.61,0
DT-0000844,WO-000368,2025-02-13,Afternoon,M01,Microstop,Material jam,36.43,0
DT-0000845,WO-000368,2025-02-13,Afternoon,M01,Material,Material shortage,2.89,0
DT-0000846,WO-000368,2025-02-13,Afternoon,M01,Planned,Preventive maintenance,26.76,1
DT-0000847,WO-000369,2025-02-13,Morning,M02,Breakdown,Mechanical fault,37.56,0
DT-0000848,WO-000369,2025-02-13,Morning,M02,Microstop,Vision retry,10.77,0
DT-0000849,WO-000370,2025-02-13,Afternoon,M02,Planned,Calibration,69.81,1
DT-0000850,WO-000371,2025-02-13,Morning,M03,Planned,Preventive maintenance,19.83,1
DT-0000851,WO-000371,2025-02-13,Morning,M03,Microstop,Material jam,11.25,0
DT-0000852,WO-000371,2025-02-13,Morning,M03,Microstop,Vision retry,9.03,0
DT-0000853,WO-000371,2025-02-13,Morning,M03,Planned,Preventive maintenance,2.44,1
DT-0000854,WO-000372,2025-02-13,Afternoon,M03,Material,Material shortage,38.72,0
DT-0000855,WO-000372,2025-02-13,Afternoon,M03,Material,Material shortage,2.75,0
DT-0000856,WO-000372,2025-02-13,Afternoon,M03,Breakdown,Sensor fault,2.82,0
DT-0000857,WO-000373,2025-02-13,Morning,M04,Breakdown,Robot recovery,2.5,0
DT-0000858,WO-000373,2025-02-13,Morning,M04,Changeover,Fixture setup,109.5,0
DT-0000859,WO-000374,2025-02-13,Afternoon,M04,Breakdown,Mechanical fault,5.47,0
DT-0000860,WO-000374,2025-02-13,Afternoon,M04,Changeover,Fixture setup,12.81,0
DT-0000861,WO-000374,2025-02-13,Afternoon,M04,Breakdown,Wire feeder fault,10.17,0
DT-0000862,WO-000374,2025-02-13,Afternoon,M04,Microstop,Vision retry,27.95,0
DT-0000863,WO-000374,2025-02-13,Afternoon,M04,Changeover,Fixture setup,71.88,0
DT-0000864,WO-000375,2025-02-13,Morning,M05,Microstop,Vision retry,0.98,0
DT-0000865,WO-000375,2025-02-13,Morning,M05,Process,Parameter adjustment,28.27,0
DT-0000866,WO-000375,2025-02-13,Morning,M05,Microstop,Material jam,5.63,0
DT-0000867,WO-000376,2025-02-13,Afternoon,M05,Process,Parameter adjustment,58.65,0
DT-0000868,WO-000377,2025-02-13,Morning,M06,Microstop,Vision retry,25.2,0
DT-0000869,WO-000377,2025-02-13,Morning,M06,Microstop,Vision retry,2.53,0
DT-0000870,WO-000377,2025-02-13,Morning,M06,Breakdown,Mechanical fault,12.47,0
DT-0000871,WO-000378,2025-02-13,Afternoon,M06,Microstop,Material jam,15.4,0
DT-0000872,WO-000378,2025-02-13,Afternoon,M06,Changeover,Tooling change,5.33,0
DT-0000873,WO-000378,2025-02-13,Afternoon,M06,Planned,Preventive maintenance,6.36,1
DT-0000874,WO-000379,2025-02-14,Morning,M01,Breakdown,Mechanical fault,23.98,0
DT-0000875,WO-000379,2025-02-14,Morning,M01,Process,Parameter adjustment,18.94,0
DT-0000876,WO-000379,2025-02-14,Morning,M01,Microstop,Material jam,14.63,0
DT-0000877,WO-000380,2025-02-14,Afternoon,M01,Process,Parameter adjustment,24.05,0
DT-0000878,WO-000380,2025-02-14,Afternoon,M01,Changeover,Tooling change,23.32,0
DT-0000879,WO-000381,2025-02-14,Morning,M02,Planned,Calibration,26.1,1
DT-0000880,WO-000382,2025-02-14,Afternoon,M02,Material,Material shortage,20.76,0
DT-0000881,WO-000382,2025-02-14,Afternoon,M02,Changeover,Planned changeover,24.97,1
DT-0000882,WO-000383,2025-02-14,Morning,M03,Microstop,Vision retry,3.5,0
DT-0000883,WO-000383,2025-02-14,Morning,M03,Changeover,Tooling change,36.01,0
DT-0000884,WO-000384,2025-02-14,Afternoon,M03,Breakdown,Sensor fault,17.9,0
DT-0000885,WO-000384,2025-02-14,Afternoon,M03,Microstop,Vision retry,0.97,0
DT-0000886,WO-000384,2025-02-14,Afternoon,M03,Process,Parameter adjustment,8.72,0
DT-0000887,WO-000384,2025-02-14,Afternoon,M03,Changeover,Tooling change,6.7,0
DT-0000888,WO-000385,2025-02-14,Morning,M04,Changeover,Fixture setup,63.93,0
DT-0000889,WO-000385,2025-02-14,Morning,M04,Changeover,Fixture setup,35.9,0
DT-0000890,WO-000386,2025-02-14,Afternoon,M04,Changeover,Planned changeover,116.82,1
DT-0000891,WO-000387,2025-02-14,Morning,M05,Breakdown,Mechanical fault,17.5,0
DT-0000892,WO-000387,2025-02-14,Morning,M05,Changeover,Tooling change,30.16,0
DT-0000893,WO-000388,2025-02-14,Afternoon,M05,Material,Material shortage,1.53,0
DT-0000894,WO-000388,2025-02-14,Afternoon,M05,Breakdown,Sensor fault,50.91,0
DT-0000895,WO-000389,2025-02-14,Morning,M06,Process,Parameter adjustment,24.9,0
DT-0000896,WO-000389,2025-02-14,Morning,M06,Microstop,Material jam,4.39,0
DT-0000897,WO-000390,2025-02-14,Afternoon,M06,Microstop,Vision retry,3.19,0
DT-0000898,WO-000390,2025-02-14,Afternoon,M06,Material,Material shortage,4.39,0
DT-0000899,WO-000390,2025-02-14,Afternoon,M06,Changeover,Planned changeover,19.98,1
DT-0000900,WO-000391,2025-02-17,Morning,M01,Breakdown,Sensor fault,52.52,0
DT-0000901,WO-000392,2025-02-17,Afternoon,M01,Planned,Preventive maintenance,26.0,1
DT-0000902,WO-000392,2025-02-17,Afternoon,M01,Material,Material shortage,9.34,0
DT-0000903,WO-000393,2025-02-17,Morning,M02,Microstop,Vision retry,40.38,0
DT-0000904,WO-000394,2025-02-17,Morning,M03,Process,Parameter adjustment,28.21,0
DT-0000905,WO-000395,2025-02-17,Afternoon,M03,Microstop,Material jam,40.17,0
DT-0000906,WO-000396,2025-02-17,Morning,M04,Breakdown,Robot recovery,16.09,0
DT-0000907,WO-000396,2025-02-17,Morning,M04,Breakdown,Robot recovery,45.24,0
DT-0000908,WO-000396,2025-02-17,Morning,M04,Planned,Preventive maintenance,25.06,1
DT-0000909,WO-000396,2025-02-17,Morning,M04,Microstop,Vision retry,7.62,0
DT-0000910,WO-000396,2025-02-17,Morning,M04,Planned,Preventive maintenance,17.72,1
DT-0000911,WO-000397,2025-02-17,Afternoon,M04,Breakdown,Robot recovery,23.93,0
DT-0000912,WO-000397,2025-02-17,Afternoon,M04,Breakdown,Wire feeder fault,48.14,0
DT-0000913,WO-000397,2025-02-17,Afternoon,M04,Process,Parameter adjustment,30.65,0
DT-0000914,WO-000398,2025-02-17,Morning,M05,Changeover,Tooling change,43.34,0
DT-0000915,WO-000398,2025-02-17,Morning,M05,Process,Parameter adjustment,21.98,0
DT-0000916,WO-000399,2025-02-17,Afternoon,M05,Changeover,Tooling change,44.76,0
DT-0000917,WO-000400,2025-02-17,Morning,M06,Microstop,Material jam,6.45,0
