check_id,order_id,date,machine_id,product_id,defect_type,defect_count,result
QC-0001213,WO-000405,2025-02-18,M02,P01,Weld porosity,2,FAIL
QC-0001214,WO-000405,2025-02-18,M02,P01,Surface finish,1,FAIL
QC-0001215,WO-000405,2025-02-18,M02,P01,Dimensional,1,FAIL
QC-0001216,WO-000406,2025-02-18,M03,P03,Weld porosity,2,FAIL
QC-0001217,WO-000406,2025-02-18,M03,P03,Dimensional,2,FAIL
QC-0001218,WO-000406,2025-02-18,M03,P03,Surface finish,0,PASS
QC-0001219,WO-000407,2025-02-18,M03,P01,Assembly mismatch,4,FAIL
QC-0001220,WO-000407,2025-02-18,M03,P01,Dimensional,1,FAIL
QC-0001221,WO-000407,2025-02-18,M03,P01,Cosmetic,0,PASS
QC-0001222,WO-000408,2025-02-18,M04,P06,Weld porosity,3,FAIL
QC-0001223,WO-000408,2025-02-18,M04,P06,Cosmetic,2,FAIL
QC-0001224,WO-000408,2025-02-18,M04,P06,Assembly mismatch,1,FAIL
QC-0001225,WO-000409,2025-02-18,M04,P03,Assembly mismatch,7,FAIL
QC-0001226,WO-000409,2025-02-18,M04,P03,Weld porosity,4,FAIL
QC-0001227,WO-000409,2025-02-18,M04,P03,Surface finish,1,FAIL
QC-0001228,WO-000410,2025-02-18,M05,P06,Dimensional,4,FAIL
QC-0001229,WO-000410,2025-02-18,M05,P06,Material defect,0,PASS
QC-0001230,WO-000410,2025-02-18,M05,P06,Cosmetic,3,FAIL
QC-0001231,WO-000411,2025-02-18,M05,P05,Dimensional,7,FAIL
QC-0001232,WO-000411,2025-02-18,M05,P05,Material defect,1,FAIL
QC-0001233,WO-000411,2025-02-18,M05,P05,Cosmetic,0,PASS
QC-0001234,WO-000412,2025-02-18,M06,P01,Cosmetic,4,FAIL
QC-0001235,WO-000412,2025-02-18,M06,P01,Assembly mismatch,1,FAIL
QC-0001236,WO-000412,2025-02-18,M06,P01,Material defect,1,FAIL
QC-0001237,WO-000413,2025-02-18,M06,P05,Surface finish,7,FAIL
QC-0001238,WO-000413,2025-02-18,M06,P05,Dimensional,5,FAIL
QC-0001239,WO-000413,2025-02-18,M06,P05,Material defect,1,FAIL
QC-0001240,WO-000414,2025-02-19,M01,P01,Assembly mismatch,6,FAIL
QC-0001241,WO-000414,2025-02-19,M01,P01,Dimensional,1,FAIL
QC-0001242,WO-000414,2025-02-19,M01,P01,Surface finish,0,PASS
QC-0001243,WO-000415,2025-02-19,M01,P01,Material defect,5,FAIL
QC-0001244,WO-000415,2025-02-19,M01,P01,Weld porosity,2,FAIL
QC-0001245,WO-000415,2025-02-19,M01,P01,Dimensional,0,PASS
QC-0001246,WO-000416,2025-02-19,M02,P05,Cosmetic,6,FAIL
QC-0001247,WO-000416,2025-02-19,M02,P05,Weld porosity,1,FAIL
QC-0001248,WO-000416,2025-02-19,M02,P05,Assembly mismatch,2,FAIL
QC-0001249,WO-000417,2025-02-19,M02,P02,Assembly mismatch,4,FAIL
QC-0001250,WO-000417,2025-02-19,M02,P02,Surface finish,3,FAIL
QC-0001251,WO-000417,2025-02-19,M02,P02,Material defect,0,PASS
QC-0001252,WO-000418,2025-02-19,M03,P01,Surface finish,3,FAIL
QC-0001253,WO-000418,2025-02-19,M03,P01,Assembly mismatch,2,FAIL
QC-0001254,WO-000418,2025-02-19,M03,P01,Dimensional,2,FAIL
QC-0001255,WO-000419,2025-02-19,M03,P01,Surface finish,4,FAIL
QC-0001256,WO-000419,2025-02-19,M03,P01,Weld porosity,1,FAIL
QC-0001257,WO-000419,2025-02-19,M03,P01,Cosmetic,1,FAIL
QC-0001258,WO-000420,2025-02-19,M04,P04,Weld porosity,4,FAIL
QC-0001259,WO-000420,2025-02-19,M04,P04,Material defect,0,PASS
QC-0001260,WO-000420,2025-02-19,M04,P04,Dimensional,2,FAIL
QC-0001261,WO-000421,2025-02-19,M04,P03,Weld porosity,5,FAIL
QC-0001262,WO-000421,2025-02-19,M04,P03,Assembly mismatch,3,FAIL
QC-0001263,WO-000421,2025-02-19,M04,P03,Cosmetic,1,FAIL
QC-0001264,WO-000422,2025-02-19,M05,P06,Surface finish,3,FAIL
QC-0001265,WO-000422,2025-02-19,M05,P06,Material defect,2,FAIL
QC-0001266,WO-000422,2025-02-19,M05,P06,Weld porosity,1,FAIL
QC-0001267,WO-000423,2025-02-19,M05,P06,Cosmetic,3,FAIL
QC-0001268,WO-000423,2025-02-19,M05,P06,Assembly mismatch,2,FAIL
QC-0001269,WO-000423,2025-02-19,M05,P06,Surface finish,0,PASS
QC-0001270,WO-000424,2025-02-19,M06,P04,Dimensional,5,FAIL
QC-0001271,WO-000424,2025-02-19,M06,P04,Cosmetic,0,PASS
QC-0001272,WO-000424,2025-02-19,M06,P04,Surface finish,0,PASS
QC-0001273,WO-000425,2025-02-19,M06,P05,Dimensional,7,FAIL
QC-0001274,WO-000425,2025-02-19,M06,P05,Surface finish,1,FAIL
QC-0001275,WO-000425,2025-02-19,M06,P05,Material defect,4,FAIL
QC-0001276,WO-000426,2025-02-20,M01,P03,Surface finish,3,FAIL
QC-0001277,WO-000426,2025-02-20,M01,P03,Assembly mismatch,1,FAIL
QC-0001278,WO-000426,2025-02-20,M01,P03,Weld porosity,1,FAIL
QC-0001279,WO-000427,2025-02-20,M01,P01,Dimensional,5,FAIL
QC-0001280,WO-000427,2025-02-20,M01,P01,Material defect,0,PASS
QC-0001281,WO-000427,2025-02-20,M01,P01,Assembly mismatch,1,FAIL
QC-0001282,WO-000428,2025-02-20,M02,P02,Surface finish,4,FAIL
QC-0001283,WO-000428,2025-02-20,M02,P02,Weld porosity,0,PASS
QC-0001284,WO-000428,2025-02-20,M02,P02,Dimensional,1,FAIL
QC-0001285,WO-000429,2025-02-20,M02,P05,Assembly mismatch,9,FAIL
QC-0001286,WO-000429,2025-02-20,M02,P05,Material defect,1,FAIL
QC-0001287,WO-000429,2025-02-20,M02,P05,Dimensional,0,PASS
QC-0001288,WO-000430,2025-02-20,M03,P01,Material defect,3,FAIL
QC-0001289,WO-000430,2025-02-20,M03,P01,Dimensional,3,FAIL
QC-0001290,WO-000430,2025-02-20,M03,P01,Cosmetic,0,PASS
QC-0001291,WO-000431,2025-02-20,M03,P03,Material defect,4,FAIL
QC-0001292,WO-000431,2025-02-20,M03,P03,Cosmetic,4,FAIL
QC-0001293,WO-000431,2025-02-20,M03,P03,Dimensional,0,PASS
QC-0001294,WO-000432,2025-02-20,M04,P04,Weld porosity,2,FAIL
QC-0001295,WO-000432,2025-02-20,M04,P04,Surface finish,2,FAIL
QC-0001296,WO-000432,2025-02-20,M04,P04,Dimensional,1,FAIL
QC-0001297,WO-000433,2025-02-20,M04,P04,Weld porosity,2,FAIL
QC-0001298,WO-000433,2025-02-20,M04,P04,Cosmetic,2,FAIL
QC-0001299,WO-000433,2025-02-20,M04,P04,Assembly mismatch,1,FAIL
QC-0001300,WO-000434,2025-02-20,M05,P05,Surface finish,9,FAIL
QC-0001301,WO-000434,2025-02-20,M05,P05,Material defect,1,FAIL
QC-0001302,WO-000434,2025-02-20,M05,P05,Weld porosity,0,PASS
QC-0001303,WO-000435,2025-02-20,M05,P04,Dimensional,0,PASS
QC-0001304,WO-000435,2025-02-20,M05,P04,Cosmetic,2,FAIL
QC-0001305,WO-000435,2025-02-20,M05,P04,Assembly mismatch,1,FAIL
QC-0001306,WO-000436,2025-02-20,M06,P06,Dimensional,4,FAIL
QC-0001307,WO-000436,2025-02-20,M06,P06,Assembly mismatch,1,FAIL
QC-0001308,WO-000436,2025-02-20,M06,P06,Surface finish,1,FAIL
QC-0001309,WO-000437,2025-02-20,M06,P04,Dimensional,5,FAIL
QC-0001310,WO-000437,2025-02-20,M06,P04,Assembly mismatch,0,PASS
QC-0001311,WO-000437,2025-02-20,M06,P04,Material defect,0,PASS
QC-0001312,WO-000438,2025-02-21,M01,P02,Surface finish,3,FAIL
QC-0001313,WO-000438,2025-02-21,M01,P02,Assembly mismatch,1,FAIL
QC-0001314,WO-000438,2025-02-21,M01,P02,Cosmetic,3,FAIL
QC-0001315,WO-000439,2025-02-21,M01,P01,Material defect,6,FAIL
QC-0001316,WO-000439,2025-02-21,M01,P01,Dimensional,2,FAIL
QC-0001317,WO-000439,2025-02-21,M01,P01,Weld porosity,1,FAIL
QC-0001318,WO-000440,2025-02-21,M02,P01,Weld porosity,3,FAIL
QC-0001319,WO-000440,2025-02-21,M02,P01,Material defect,0,PASS
QC-0001320,WO-000440,2025-02-21,M02,P01,Surface finish,0,PASS
QC-0001321,WO-000441,2025-02-21,M02,P01,Dimensional,6,FAIL
QC-0001322,WO-000441,2025-02-21,M02,P01,Cosmetic,0,PASS
QC-0001323,WO-000441,2025-02-21,M02,P01,Surface finish,1,FAIL
QC-0001324,WO-000442,2025-02-21,M03,P01,Weld porosity,2,FAIL
QC-0001325,WO-000442,2025-02-21,M03,P01,Surface finish,0,PASS
QC-0001326,WO-000442,2025-02-21,M03,P01,Material defect,1,FAIL
QC-0001327,WO-000443,2025-02-21,M03,P01,Assembly mismatch,4,FAIL
QC-0001328,WO-000443,2025-02-21,M03,P01,Weld porosity,1,FAIL
QC-0001329,WO-000443,2025-02-21,M03,P01,Material defect,1,FAIL
QC-0001330,WO-000444,2025-02-21,M04,P06,Cosmetic,3,FAIL
QC-0001331,WO-000444,2025-02-21,M04,P06,Weld porosity,0,PASS
QC-0001332,WO-000444,2025-02-21,M04,P06,Material defect,3,FAIL
QC-0001333,WO-000445,2025-02-21,M04,P03,Weld porosity,6,FAIL
QC-0001334,WO-000445,2025-02-21,M04,P03,Material defect,3,FAIL
QC-0001335,WO-000445,2025-02-21,M04,P03,Surface finish,1,FAIL
QC-0001336,WO-000446,2025-02-21,M05,P05,Assembly mismatch,3,FAIL
QC-0001337,WO-000446,2025-02-21,M05,P05,Dimensional,5,FAIL
QC-0001338,WO-000446,2025-02-21,M05,P05,Material defect,1,FAIL
QC-0001339,WO-000447,2025-02-21,M05,P01,Dimensional,4,FAIL
QC-0001340,WO-000447,2025-02-21,M05,P01,Assembly mismatch,1,FAIL
QC-0001341,WO-000447,2025-02-21,M05,P01,Weld porosity,0,PASS
QC-0001342,WO-000448,2025-02-21,M06,P05,Weld porosity,6,FAIL
QC-0001343,WO-000448,2025-02-21,M06,P05,Surface finish,1,FAIL
QC-0001344,WO-000448,2025-02-21,M06,P05,Material defect,1,FAIL
QC-0001345,WO-000449,2025-02-21,M06,P05,Weld porosity,10,FAIL
QC-0001346,WO-000449,2025-02-21,M06,P05,Assembly mismatch,1,FAIL
QC-0001347,WO-000449,2025-02-21,M06,P05,Material defect,0,PASS
QC-0001348,WO-000450,2025-02-24,M01,P01,Dimensional,4,FAIL
QC-0001349,WO-000450,2025-02-24,M01,P01,Weld porosity,2,FAIL
QC-0001350,WO-000450,2025-02-24,M01,P01,Material defect,3,FAIL
QC-0001351,WO-000451,2025-02-24,M01,P02,Surface finish,4,FAIL
QC-0001352,WO-000451,2025-02-24,M01,P02,Dimensional,1,FAIL
QC-0001353,WO-000451,2025-02-24,M01,P02,Weld porosity,1,FAIL
QC-0001354,WO-000452,2025-02-24,M02,P05,Weld porosity,5,FAIL
QC-0001355,WO-000452,2025-02-24,M02,P05,Surface finish,1,FAIL
QC-0001356,WO-000452,2025-02-24,M02,P05,Assembly mismatch,3,FAIL
QC-0001357,WO-000453,2025-02-24,M02,P02,Surface finish,3,FAIL
QC-0001358,WO-000453,2025-02-24,M02,P02,Material defect,1,FAIL
QC-0001359,WO-000453,2025-02-24,M02,P02,Weld porosity,1,FAIL
QC-0001360,WO-000454,2025-02-24,M03,P01,Material defect,6,FAIL
QC-0001361,WO-000454,2025-02-24,M03,P01,Assembly mismatch,0,PASS
QC-0001362,WO-000454,2025-02-24,M03,P01,Cosmetic,0,PASS
QC-0001363,WO-000455,2025-02-24,M03,P01,Dimensional,4,FAIL
QC-0001364,WO-000455,2025-02-24,M03,P01,Assembly mismatch,2,FAIL
QC-0001365,WO-000455,2025-02-24,M03,P01,Material defect,1,FAIL
QC-0001366,WO-000456,2025-02-24,M04,P06,Assembly mismatch,3,FAIL
QC-0001367,WO-000456,2025-02-24,M04,P06,Dimensional,1,FAIL
QC-0001368,WO-000456,2025-02-24,M04,P06,Weld porosity,2,FAIL
QC-0001369,WO-000457,2025-02-24,M04,P06,Weld porosity,3,FAIL
QC-0001370,WO-000457,2025-02-24,M04,P06,Surface finish,3,FAIL
QC-0001371,WO-000457,2025-02-24,M04,P06,Cosmetic,0,PASS
QC-0001372,WO-000458,2025-02-24,M05,P06,Surface finish,2,FAIL
QC-0001373,WO-000458,2025-02-24,M05,P06,Cosmetic,2,FAIL
QC-0001374,WO-000458,2025-02-24,M05,P06,Material defect,1,FAIL
QC-0001375,WO-000459,2025-02-24,M06,P01,Dimensional,3,FAIL
QC-0001376,WO-000459,2025-02-24,M06,P01,Surface finish,2,FAIL
QC-0001377,WO-000459,2025-02-24,M06,P01,Weld porosity,0,PASS
QC-0001378,WO-000460,2025-02-24,M06,P05,Surface finish,3,FAIL
QC-0001379,WO-000460,2025-02-24,M06,P05,Cosmetic,2,FAIL
QC-0001380,WO-000460,2025-02-24,M06,P05,Dimensional,2,FAIL
QC-0001381,WO-000461,2025-02-25,M01,P01,Material defect,2,FAIL
QC-0001382,WO-000461,2025-02-25,M01,P01,Cosmetic,2,FAIL
QC-0001383,WO-000461,2025-02-25,M01,P01,Surface finish,0,PASS
QC-0001384,WO-000462,2025-02-25,M01,P02,Weld porosity,3,FAIL
QC-0001385,WO-000462,2025-02-25,M01,P02,Cosmetic,2,FAIL
QC-0001386,WO-000462,2025-02-25,M01,P02,Surface finish,1,FAIL
QC-0001387,WO-000463,2025-02-25,M02,P02,Material defect,3,FAIL
QC-0001388,WO-000463,2025-02-25,M02,P02,Weld porosity,1,FAIL
QC-0001389,WO-000463,2025-02-25,M02,P02,Dimensional,0,PASS
QC-0001390,WO-000464,2025-02-25,M02,P02,Surface finish,3,FAIL
QC-0001391,WO-000464,2025-02-25,M02,P02,Material defect,2,FAIL
QC-0001392,WO-000464,2025-02-25,M02,P02,Cosmetic,1,FAIL
QC-0001393,WO-000465,2025-02-25,M03,P03,Cosmetic,5,FAIL
QC-0001394,WO-000465,2025-02-25,M03,P03,Dimensional,3,FAIL
QC-0001395,WO-000465,2025-02-25,M03,P03,Surface finish,1,FAIL
QC-0001396,WO-000466,2025-02-25,M03,P03,Cosmetic,4,FAIL
QC-0001397,WO-000466,2025-02-25,M03,P03,Surface finish,3,FAIL
QC-0001398,WO-000466,2025-02-25,M03,P03,Assembly mismatch,1,FAIL
QC-0001399,WO-000467,2025-02-25,M04,P06,Weld porosity,1,FAIL
QC-0001400,WO-000467,2025-02-25,M04,P06,Surface finish,5,FAIL
QC-0001401,WO-000467,2025-02-25,M04,P06,Cosmetic,1,FAIL
QC-0001402,WO-000468,2025-02-25,M04,P06,Weld porosity,5,FAIL
QC-0001403,WO-000468,2025-02-25,M04,P06,Cosmetic,1,FAIL
QC-0001404,WO-000468,2025-02-25,M04,P06,Assembly mismatch,0,PASS
QC-0001405,WO-000469,2025-02-25,M05,P06,Dimensional,2,FAIL
QC-0001406,WO-000469,2025-02-25,M05,P06,Surface finish,2,FAIL
QC-0001407,WO-000469,2025-02-25,M05,P06,Material defect,1,FAIL
QC-0001408,WO-000470,2025-02-25,M05,P04,Surface finish,3,FAIL
QC-0001409,WO-000470,2025-02-25,M05,P04,Assembly mismatch,1,FAIL
QC-0001410,WO-000470,2025-02-25,M05,P04,Weld porosity,1,FAIL
QC-0001411,WO-000471,2025-02-25,M06,P01,Weld porosity,3,FAIL
QC-0001412,WO-000471,2025-02-25,M06,P01,Dimensional,1,FAIL
QC-0001413,WO-000471,2025-02-25,M06,P01,Material defect,3,FAIL
QC-0001414,WO-000472,2025-02-25,M06,P06,Cosmetic,5,FAIL
QC-0001415,WO-000472,2025-02-25,M06,P06,Surface finish,1,FAIL
QC-0001416,WO-000472,2025-02-25,M06,P06,Assembly mismatch,0,PASS
QC-0001417,WO-000473,2025-02-26,M01,P01,Assembly mismatch,2,FAIL
QC-0001418,WO-000473,2025-02-26,M01,P01,Dimensional,2,FAIL
QC-0001419,WO-000473,2025-02-26,M01,P01,Cosmetic,1,FAIL
QC-0001420,WO-000474,2025-02-26,M01,P01,Weld porosity,3,FAIL
QC-0001421,WO-000474,2025-02-26,M01,P01,Surface finish,3,FAIL
QC-0001422,WO-000474,2025-02-26,M01,P01,Dimensional,0,PASS
QC-0001423,WO-000475,2025-02-26,M02,P02,Material defect,4,FAIL
QC-0001424,WO-000475,2025-02-26,M02,P02,Surface finish,1,FAIL
QC-0001425,WO-000475,2025-02-26,M02,P02,Cosmetic,1,FAIL
QC-0001426,WO-000476,2025-02-26,M02,P05,Material defect,7,FAIL
QC-0001427,WO-000476,2025-02-26,M02,P05,Assembly mismatch,2,FAIL
QC-0001428,WO-000476,2025-02-26,M02,P05,Surface finish,1,FAIL
QC-0001429,WO-000477,2025-02-26,M03,P05,Dimensional,7,FAIL
QC-0001430,WO-000477,2025-02-26,M03,P05,Assembly mismatch,3,FAIL
QC-0001431,WO-000477,2025-02-26,M03,P05,Material defect,0,PASS
QC-0001432,WO-000478,2025-02-26,M03,P05,Assembly mismatch,6,FAIL
QC-0001433,WO-000478,2025-02-26,M03,P05,Dimensional,2,FAIL
QC-0001434,WO-000478,2025-02-26,M03,P05,Weld porosity,2,FAIL
QC-0001435,WO-000479,2025-02-26,M04,P04,Surface finish,4,FAIL
QC-0001436,WO-000479,2025-02-26,M04,P04,Cosmetic,0,PASS
QC-0001437,WO-000479,2025-02-26,M04,P04,Weld porosity,1,FAIL
QC-0001438,WO-000480,2025-02-26,M04,P04,Weld porosity,3,FAIL
QC-0001439,WO-000480,2025-02-26,M04,P04,Assembly mismatch,2,FAIL
QC-0001440,WO-000480,2025-02-26,M04,P04,Material defect,1,FAIL
QC-0001441,WO-000481,2025-02-26,M05,P06,Cosmetic,4,FAIL
QC-0001442,WO-000481,2025-02-26,M05,P06,Material defect,0,PASS
QC-0001443,WO-000481,2025-02-26,M05,P06,Surface finish,2,FAIL
QC-0001444,WO-000482,2025-02-26,M05,P01,Cosmetic,2,FAIL
QC-0001445,WO-000482,2025-02-26,M05,P01,Surface finish,2,FAIL
QC-0001446,WO-000482,2025-02-26,M05,P01,Assembly mismatch,0,PASS
QC-0001447,WO-000483,2025-02-26,M06,P04,Surface finish,4,FAIL
QC-0001448,WO-000483,2025-02-26,M06,P04,Weld porosity,1,FAIL
QC-0001449,WO-000483,2025-02-26,M06,P04,Assembly mismatch,0,PASS
QC-0001450,WO-000484,2025-02-26,M06,P01,Weld porosity,5,FAIL
QC-0001451,WO-000484,2025-02-26,M06,P01,Material defect,2,FAIL
QC-0001452,WO-000484,2025-02-26,M06,P01,Surface finish,1,FAIL
QC-0001453,WO-000485,2025-02-27,M01,P02,Cosmetic,4,FAIL
QC-0001454,WO-000485,2025-02-27,M01,P02,Weld porosity,1,FAIL
QC-0001455,WO-000485,2025-02-27,M01,P02,Assembly mismatch,0,PASS
QC-0001456,WO-000486,2025-02-27,M02,P05,Surface finish,8,FAIL
QC-0001457,WO-000486,2025-02-27,M02,P05,Material defect,0,PASS
QC-0001458,WO-000486,2025-02-27,M02,P05,Assembly mismatch,3,FAIL
QC-0001459,WO-000487,2025-02-27,M02,P05,Weld porosity,9,FAIL
QC-0001460,WO-000487,2025-02-27,M02,P05,Dimensional,1,FAIL
QC-0001461,WO-000487,2025-02-27,M02,P05,Material defect,1,FAIL
QC-0001462,WO-000488,2025-02-27,M03,P01,Dimensional,3,FAIL
QC-0001463,WO-000488,2025-02-27,M03,P01,Assembly mismatch,0,PASS
QC-0001464,WO-000488,2025-02-27,M03,P01,Weld porosity,0,PASS
QC-0001465,WO-000489,2025-02-27,M03,P03,Surface finish,7,FAIL
QC-0001466,WO-000489,2025-02-27,M03,P03,Material defect,4,FAIL
QC-0001467,WO-000489,2025-02-27,M03,P03,Assembly mismatch,1,FAIL
QC-0001468,WO-000490,2025-02-27,M04,P06,Surface finish,4,FAIL
QC-0001469,WO-000490,2025-02-27,M04,P06,Weld porosity,1,FAIL
QC-0001470,WO-000490,2025-02-27,M04,P06,Dimensional,0,PASS
QC-0001471,WO-000491,2025-02-27,M04,P04,Weld porosity,4,FAIL
QC-0001472,WO-000491,2025-02-27,M04,P04,Dimensional,1,FAIL
QC-0001473,WO-000491,2025-02-27,M04,P04,Cosmetic,1,FAIL
QC-0001474,WO-000492,2025-02-27,M05,P04,Weld porosity,2,FAIL
QC-0001475,WO-000492,2025-02-27,M05,P04,Surface finish,1,FAIL
QC-0001476,WO-000492,2025-02-27,M05,P04,Dimensional,0,PASS
QC-0001477,WO-000493,2025-02-27,M05,P01,Dimensional,2,FAIL
QC-0001478,WO-000493,2025-02-27,M05,P01,Assembly mismatch,2,FAIL
QC-0001479,WO-000493,2025-02-27,M05,P01,Weld porosity,1,FAIL
QC-0001480,WO-000494,2025-02-27,M06,P04,Dimensional,4,FAIL
QC-0001481,WO-000494,2025-02-27,M06,P04,Assembly mismatch,2,FAIL
QC-0001482,WO-000494,2025-02-27,M06,P04,Material defect,0,PASS
QC-0001483,WO-000495,2025-02-27,M06,P05,Assembly mismatch,9,FAIL
QC-0001484,WO-000495,2025-02-27,M06,P05,Weld porosity,0,PASS
QC-0001485,WO-000495,2025-02-27,M06,P05,Surface finish,1,FAIL
QC-0001486,WO-000496,2025-02-28,M01,P02,Dimensional,2,FAIL
QC-0001487,WO-000496,2025-02-28,M01,P02,Surface finish,2,FAIL
QC-0001488,WO-000496,2025-02-28,M01,P02,Assembly mismatch,1,FAIL
QC-0001489,WO-000497,2025-02-28,M01,P02,Surface finish,2,FAIL
QC-0001490,WO-000497,2025-02-28,M01,P02,Weld porosity,1,FAIL
QC-0001491,WO-000497,2025-02-28,M01,P02,Material defect,3,FAIL
QC-0001492,WO-000498,2025-02-28,M02,P02,Assembly mismatch,2,FAIL
QC-0001493,WO-000498,2025-02-28,M02,P02,Weld porosity,2,FAIL
QC-0001494,WO-000498,2025-02-28,M02,P02,Material defect,0,PASS
QC-0001495,WO-000499,2025-02-28,M02,P01,Cosmetic,1,FAIL
QC-0001496,WO-000499,2025-02-28,M02,P01,Weld porosity,2,FAIL
QC-0001497,WO-000499,2025-02-28,M02,P01,Dimensional,4,FAIL
QC-0001498,WO-000500,2025-02-28,M03,P05,Cosmetic,7,FAIL
QC-0001499,WO-000500,2025-02-28,M03,P05,Assembly mismatch,4,FAIL
QC-0001500,WO-000500,2025-02-28,M03,P05,Weld porosity,1,FAIL
QC-0001501,WO-000501,2025-02-28,M03,P03,Cosmetic,5,FAIL
QC-0001502,WO-000501,2025-02-28,M03,P03,Dimensional,0,PASS
QC-0001503,WO-000501,2025-02-28,M03,P03,Surface finish,1,FAIL
QC-0001504,WO-000502,2025-02-28,M04,P04,Weld porosity,3,FAIL
QC-0001505,WO-000502,2025-02-28,M04,P04,Dimensional,1,FAIL
QC-0001506,WO-000502,2025-02-28,M04,P04,Surface finish,1,FAIL
QC-0001507,WO-000503,2025-02-28,M04,P03,Cosmetic,9,FAIL
QC-0001508,WO-000503,2025-02-28,M04,P03,Weld porosity,1,FAIL
QC-0001509,WO-000503,2025-02-28,M04,P03,Surface finish,2,FAIL
QC-0001510,WO-000504,2025-02-28,M05,P05,Surface finish,5,FAIL
QC-0001511,WO-000504,2025-02-28,M05,P05,Cosmetic,2,FAIL
QC-0001512,WO-000504,2025-02-28,M05,P05,Assembly mismatch,0,PASS
QC-0001513,WO-000505,2025-02-28,M05,P04,Assembly mismatch,4,FAIL
QC-0001514,WO-000505,2025-02-28,M05,P04,Weld porosity,0,PASS
QC-0001515,WO-000505,2025-02-28,M05,P04,Material defect,0,PASS
QC-0001516,WO-000506,2025-02-28,M06,P06,Assembly mismatch,4,FAIL
QC-0001517,WO-000506,2025-02-28,M06,P06,Cosmetic,1,FAIL
QC-0001518,WO-000506,2025-02-28,M06,P06,Surface finish,2,FAIL
QC-0001519,WO-000507,2025-02-28,M06,P06,Cosmetic,1,FAIL
QC-0001520,WO-000507,2025-02-28,M06,P06,Assembly mismatch,2,FAIL
QC-0001521,WO-000507,2025-02-28,M06,P06,Dimensional,3,FAIL
QC-0001522,WO-000508,2025-03-03,M01,P01,Assembly mismatch,1,FAIL
QC-0001523,WO-000508,2025-03-03,M01,P01,Cosmetic,3,FAIL
QC-0001524,WO-000508,2025-03-03,M01,P01,Material defect,0,PASS
QC-0001525,WO-000509,2025-03-03,M01,P03,Weld porosity,4,FAIL
QC-0001526,WO-000509,2025-03-03,M01,P03,Material defect,3,FAIL
QC-0001527,WO-000509,2025-03-03,M01,P03,Cosmetic,1,FAIL
QC-0001528,WO-000510,2025-03-03,M02,P05,Assembly mismatch,7,FAIL
QC-0001529,WO-000510,2025-03-03,M02,P05,Dimensional,2,FAIL
QC-0001530,WO-000510,2025-03-03,M02,P05,Material defect,0,PASS
QC-0001531,WO-000511,2025-03-03,M02,P02,Weld porosity,7,FAIL
QC-0001532,WO-000511,2025-03-03,M02,P02,Surface finish,0,PASS
QC-0001533,WO-000511,2025-03-03,M02,P02,Cosmetic,2,FAIL
QC-0001534,WO-000512,2025-03-03,M03,P01,Surface finish,3,FAIL
QC-0001535,WO-000512,2025-03-03,M03,P01,Weld porosity,2,FAIL
QC-0001536,WO-000512,2025-03-03,M03,P01,Dimensional,0,PASS
QC-0001537,WO-000513,2025-03-03,M03,P01,Weld porosity,4,FAIL
QC-0001538,WO-000513,2025-03-03,M03,P01,Assembly mismatch,1,FAIL
QC-0001539,WO-000513,2025-03-03,M03,P01,Material defect,2,FAIL
QC-0001540,WO-000514,2025-03-03,M04,P06,Material defect,3,FAIL
QC-0001541,WO-000514,2025-03-03,M04,P06,Weld porosity,1,FAIL
QC-0001542,WO-000514,2025-03-03,M04,P06,Cosmetic,2,FAIL
QC-0001543,WO-000515,2025-03-03,M04,P04,Weld porosity,2,FAIL
QC-0001544,WO-000515,2025-03-03,M04,P04,Cosmetic,2,FAIL
QC-0001545,WO-000515,2025-03-03,M04,P04,Assembly mismatch,0,PASS
QC-0001546,WO-000516,2025-03-03,M05,P04,Cosmetic,1,FAIL
QC-0001547,WO-000516,2025-03-03,M05,P04,Assembly mismatch,4,FAIL
QC-0001548,WO-000516,2025-03-03,M05,P04,Surface finish,0,PASS
QC-0001549,WO-000517,2025-03-03,M05,P04,Dimensional,3,FAIL
QC-0001550,WO-000517,2025-03-03,M05,P04,Weld porosity,2,FAIL
QC-0001551,WO-000517,2025-03-03,M05,P04,Surface finish,0,PASS
QC-0001552,WO-000518,2025-03-03,M06,P05,Assembly mismatch,4,FAIL
QC-0001553,WO-000518,2025-03-03,M06,P05,Surface finish,2,FAIL
QC-0001554,WO-000518,2025-03-03,M06,P05,Weld porosity,2,FAIL
QC-0001555,WO-000519,2025-03-03,M06,P01,Dimensional,1,FAIL
QC-0001556,WO-000519,2025-03-03,M06,P01,Cosmetic,2,FAIL
QC-0001557,WO-000519,2025-03-03,M06,P01,Assembly mismatch,1,FAIL
QC-0001558,WO-000520,2025-03-04,M01,P03,Material defect,4,FAIL
QC-0001559,WO-000520,2025-03-04,M01,P03,Surface finish,1,FAIL
QC-0001560,WO-000520,2025-03-04,M01,P03,Assembly mismatch,2,FAIL
QC-0001561,WO-000521,2025-03-04,M01,P02,Assembly mismatch,3,FAIL
QC-0001562,WO-000521,2025-03-04,M01,P02,Material defect,4,FAIL
QC-0001563,WO-000521,2025-03-04,M01,P02,Surface finish,0,PASS
QC-0001564,WO-000522,2025-03-04,M02,P02,Material defect,5,FAIL
QC-0001565,WO-000522,2025-03-04,M02,P02,Surface finish,0,PASS
